login_hour,failed_attempts,new_device,ip_changed,geo_distance_km,session_duration
17,1,1,0,43.486248959684374,21.36833373916307
12,0,0,0,17.259609231243438,39.02968276146552
20,0,0,0,15.698211354491537,31.21358889782774
17,1,0,0,11.236252096647911,23.387263596570044
15,3,0,0,27.333730279293793,40.96682708912018
12,1,0,0,15.333643027336532,23.89489364618921
12,3,0,0,38.873115726776646,17.177079421745617
10,1,0,0,43.12583280102724,39.37498554191738
11,0,0,0,28.957990634325927,31.31100955088972
11,0,0,0,18.57203517301924,34.93247740880255
10,0,0,0,16.478260814558453,26.29069770704475
16,1,0,0,8.091825204868321,25.95707722338279
18,2,0,0,22.820180461135433,33.82788010257661
9,0,1,0,32.77113316209469,20.690512592554533
16,0,0,0,24.469584675061384,37.837468499145196
17,2,0,0,17.06746995446257,42.13791381078386
12,0,0,1,18.825121781062272,26.129537860390382
17,1,0,0,33.03737865215936,28.52536489160181
12,1,0,0,22.880205650722534,41.940446288367475
16,2,0,0,7.114568464456148,38.39699189362745
12,1,0,0,24.48281191027971,30.807951079764077
22,0,0,0,27.440814717445008,25.469189557558547
10,2,0,0,6.397972731166526,27.058656904429508
11,1,0,0,16.294867445577253,27.07574506089569
13,0,0,0,15.526374426490559,37.920133673094334
13,2,0,0,25.704495247835716,30.80740417854012
12,1,0,0,28.971896592498354,33.338157586412294
11,1,0,0,22.222188889335516,18.482040523761242
9,2,0,0,4.993794199161908,25.51140627973142
19,1,1,0,29.240071892912663,12.646939305989495
16,0,0,0,22.327940612827053,34.82239281285561
11,2,0,0,18.458350681480823,22.7467036228434
11,0,0,0,9.2013401446682,24.745124579147845
10,1,0,1,15.559948160644808,26.561901805391997
16,0,0,0,12.331494962382829,19.401054797298762
12,0,0,0,17.44651948289748,18.341806015484924
19,0,0,0,8.34621439893214,36.16950418984125
8,0,0,0,6.795815004159527,27.64772667351444
16,1,0,0,4.0978106209153164,29.842715086760602
13,0,0,0,21.01942961469364,23.80270625509292
11,1,0,0,3.5504971662864264,26.62023513798887
7,0,0,0,16.917120716563982,22.963305215317973
12,0,0,0,21.91959201018765,36.83988349737261
18,1,0,0,17.227743258842974,21.31919875282015
15,1,0,0,30.078745112052886,22.556307278195426
15,1,0,0,14.77251717732658,18.31637136085034
12,1,0,1,28.146919566801078,33.40445814775428
17,0,0,0,18.151354904364325,29.940896283686936
13,0,0,0,26.081931595323965,30.23761970899332
15,1,0,0,18.38945588814443,10.704022943187116
13,2,0,0,24.9110002923146,35.65856426367581
14,0,0,0,25.188047527598982,42.76307689406569
13,0,0,0,19.527616243934787,18.887767714862484
12,1,0,0,25.94424781910896,23.507701824774404
19,2,0,0,22.583856563510427,14.394107111870916
9,3,0,0,0.9762994947712826,18.41856201120955
17,0,0,0,11.381790318850545,28.88371827815417
17,1,0,0,9.823986935431408,44.37004820635977
12,1,0,0,19.18356924321211,28.236127168710897
13,1,0,0,18.244852804892055,45.39186956827573
19,0,0,0,28.698990509577094,21.901964281608127
7,1,0,0,10.862022490009679,29.158918810257664
25,1,0,0,15.776995118951868,32.46844106354046
19,0,0,0,17.08302102824169,29.339537653277183
15,2,0,0,34.8809518524427,38.66138002493405
12,1,0,1,0.5197471282862232,28.628790675749404
20,1,1,0,16.494487863853195,31.177256221013177
18,1,0,0,16.60352389204486,28.79510683461121
20,1,0,0,11.321971084886227,28.367438550627124
15,1,0,0,26.27678676437581,40.2501999311112
14,0,0,0,36.293069286867926,38.151996933200586
14,1,0,0,35.300186704651196,24.56394878810078
14,1,0,0,25.97289838601651,43.1274645871429
11,1,0,0,12.21677107694908,24.928424046598185
12,0,0,0,29.58842151556803,33.12231676372254
14,0,0,0,11.38063655629673,23.298967988051007
18,1,0,0,32.40713900424211,26.583882835137544
17,0,0,0,11.213697508727282,26.746405681777674
14,0,0,0,26.310053203909423,33.14974992810545
16,1,0,0,21.722223549811336,24.358432138226078
11,0,0,0,38.36049111744285,30.22665834119499
14,2,0,0,15.216008955194393,37.66927258739329
16,0,0,0,15.598576843650626,32.49962290256449
9,0,0,0,12.423919521664622,29.409123190919317
19,1,0,0,53.01523975790876,29.831475278435185
18,1,0,0,21.22891894475809,35.334806791726194
8,1,0,1,16.654842248395806,25.94872286190266
11,2,0,0,25.81799900030657,33.514693775243444
9,2,0,0,11.068062351539087,23.288906356336945
13,1,0,0,20.541019706528814,28.22986962394097
11,1,0,0,16.460759062617722,38.15647855434269
13,0,0,0,20.343516791456043,34.33238063237428
10,1,0,0,30.753694417575115,24.262722124708986
5,1,0,0,12.220876129391407,39.44970352619893
11,1,0,0,25.2933532919022,48.246246874379
7,0,1,0,17.26415849637258,12.903999195063175
14,1,0,0,10.123168381029101,35.82758210760905
14,0,0,0,15.418946350657325,20.768951744214597
21,0,0,0,18.978588378212336,24.430528204933925
13,1,0,0,47.77203451921025,12.82793337890553
13,0,0,0,24.628740208298,24.556148028117278
13,1,0,0,10.044721938026436,38.10920746098118
7,0,1,0,9.112912505188103,25.922098215266068
3,0,0,0,18.789537122487424,32.716812972527066
14,0,0,0,37.65476942633097,22.541142634453948
11,0,0,0,23.35231315439337,35.118041106984684
17,4,0,0,31.17608458326862,26.250668410674145
18,1,0,0,11.733012874702013,24.116951315964684
17,0,0,0,20.474177190156592,14.667447482396629
11,3,0,0,42.61911450893638,35.133699703617104
9,0,1,0,9.749142136686743,29.900285059708335
10,0,0,0,13.310355007047606,30.675638992254765
8,2,0,0,21.883378135953873,37.371048383653374
10,1,0,1,15.351774691799044,15.968887827496122
17,0,0,0,2.187066095007296,25.189648917598344
6,0,0,0,0.8161521401670981,30.79765119430376
21,2,0,0,27.483530281005322,32.954417428961555
18,3,0,0,28.31894168572721,31.224605711732895
14,3,0,0,31.77789432049245,35.916940579200514
8,1,0,0,8.84935574899275,27.245741047653155
19,1,0,0,31.864076563743268,32.24552993597392
17,1,1,0,29.834198336574026,37.97363324454856
17,2,1,0,4.042793993322464,23.874904292957787
10,1,0,0,22.875245433472312,26.442482370264734
14,0,0,0,12.993009746459595,38.01158996963732
16,0,0,0,4.355755997926003,39.775710400626295
21,1,0,0,14.033410047557432,31.756058184542994
8,0,0,0,17.265695216779612,31.49681167844476
8,0,0,0,15.028685090577738,33.982805770911156
17,3,0,0,25.580611648451747,31.28249603524073
16,1,0,0,26.835488566264353,36.634173621001075
12,0,0,0,31.900491021768854,25.523607052131744
13,0,0,0,32.07695589715617,29.950919027015114
17,0,0,0,30.1420132029714,25.56095838132093
10,0,0,0,12.600670960202782,29.266408241104838
14,2,0,0,26.904543933282973,24.087225551957076
11,2,0,0,10.832696139626757,22.0955251050971
16,1,0,0,28.73234074642059,35.921980662660786
21,0,1,1,32.80258723991644,36.53431630424424
12,1,0,0,19.57406409787109,26.52974309101075
20,0,0,0,7.044840763599343,30.17538861238406
15,1,0,0,32.84556429655242,23.783865059075644
14,1,0,0,20.590459880746756,28.43079957188924
8,0,1,0,17.82194582952966,30.198722903178
15,1,0,0,40.405116528672124,32.34370427153503
19,2,0,1,19.974764087305054,32.52689317089225
17,2,1,0,13.441530878710736,29.15936859317445
15,2,0,0,22.90198916876058,20.04168360770474
3,3,0,0,16.313718247357183,30.30484515434559
18,1,0,0,12.300386251760322,34.02778393995571
20,0,0,0,14.228447924078477,20.76096860992491
11,1,1,0,17.46645969465171,28.03399853725175
12,0,0,0,9.256503265988666,37.54021697092672
19,0,1,0,12.165085533726849,25.870770310636853
14,1,0,0,18.749757564133656,30.907317568019504
2,0,0,0,-0.6948171780178924,19.27011603485515
23,2,0,0,10.081651868910065,34.72587363399939
9,4,0,0,14.074334073055974,18.36607026444917
11,0,1,0,21.081053344764605,38.199986896603306
10,0,0,0,18.629522027443237,32.28357855211559
9,0,0,0,26.833542239172083,22.983824651135254
19,2,0,0,20.167178397317848,36.98338456843195
9,1,1,0,32.00677774893174,25.563872611438416
11,0,0,0,38.31077318290387,38.44030397335767
14,0,1,0,54.27874256229735,22.455833438112776
15,0,0,0,4.558000821947125,20.73697788970407
6,1,0,1,24.594360025951957,29.35231308346956
10,0,0,0,35.39624548033716,32.74567211637791
8,1,0,0,3.614064017657004,35.187473572686095
14,2,0,0,26.481451041700915,29.85334574666339
11,0,0,0,18.5844738619954,40.42948744416549
16,0,0,0,35.552329734376265,26.823978128843923
8,2,0,0,3.3297376762112627,38.81499709393161
4,0,0,0,23.94775804201824,21.106034038946422
21,1,0,0,14.143126056344018,23.20844451667937
15,1,0,1,22.7389997956007,50.07054372958211
16,2,0,0,16.73186758473803,25.273495028460786
12,1,0,0,14.1295488375743,24.12138646153018
17,1,0,0,17.762779285322075,37.654537241833054
12,2,0,0,37.67935750310945,55.959321559919516
13,1,1,0,13.034325767655742,19.84875058709857
20,1,0,0,19.394532380048993,22.858133966950234
12,1,0,0,30.067786468792825,35.872944737585506
17,0,0,0,15.942159100524403,26.587506209796228
13,1,0,0,4.631157984510141,28.404888395498396
14,3,0,0,29.254517139395425,28.017441754134413
15,1,0,0,2.990253342136679,30.595413717117
14,1,0,1,8.042365641419572,24.91701676506827
16,1,0,0,24.16047998945788,36.66206998991177
9,0,0,0,2.3694954643685584,24.28348238946713
12,0,0,0,27.722033014563635,16.585791547269878
14,2,0,0,13.458004530094431,24.902529046471237
16,1,0,0,13.045439792342597,32.83750271844471
15,2,0,0,15.412160814610047,16.27758660826437
18,1,0,0,20.037748557649547,28.06914119879754
17,1,0,0,37.41313046862644,30.10748160500763
8,0,0,0,-2.540165144818424,27.81073742718351
17,1,1,0,7.017385362331115,33.824770468355254
18,1,0,1,2.3135960225993237,14.602386204435756
7,1,0,0,8.99959132570947,18.696840879862584
20,3,0,0,11.434332052027814,28.01782351156537
10,1,0,0,12.431860980512955,30.633639770791813
11,1,0,0,9.209140496130303,30.405839506104392
19,1,0,0,4.17342353882651,14.9469413180491
20,2,0,0,5.646914676308736,45.348661192965544
11,0,0,0,5.166165807637665,19.65336253662826
13,1,0,0,24.39435019177835,35.636277566795705
14,1,0,1,15.917305876562104,26.968221451996367
22,1,0,0,21.434668907784683,32.75822193579307
14,1,0,0,26.348771061700106,33.902073660376644
15,1,0,0,11.658268311456336,19.377467406661637
12,1,0,0,8.784377644827643,32.002678269035044
12,0,0,0,19.488839924200736,29.82294677768919
11,1,0,0,1.2380377764583486,34.29093446238374
14,2,0,0,14.628874895468098,36.56706731299362
14,1,0,0,11.166908357480583,32.24036462760878
15,2,0,0,7.071230275610123,31.789564578829314
12,3,0,0,15.622004225546355,23.176953068416918
15,3,0,0,23.839137483184448,33.30584076313157
18,1,0,0,28.622598860162782,44.46950571065728
6,0,0,0,21.811317613416932,24.134028733148426
20,2,0,0,7.082787578898531,30.94796363923776
13,1,0,0,22.466905347914874,28.52523084778992
13,0,0,0,3.712249796993831,36.561007445082495
17,0,0,0,20.770701170849694,44.48886320643499
17,0,0,0,19.306597165942254,26.719749488230523
19,2,1,0,30.18026700443513,23.615897390951524
7,0,0,0,21.756275415445266,25.568009095403887
12,2,0,0,13.475694982704228,23.301099917643466
17,2,1,0,3.7689876816731243,35.660288838134235
19,0,0,0,19.277418337701327,19.65118694532389
6,0,0,0,26.558261343401988,46.101042203743816
19,1,0,0,28.607154281414314,24.03341031870569
12,2,0,1,24.900509957796768,35.59485646396059
12,0,0,0,7.756595519715081,41.59119377536751
13,3,0,0,22.54307415372515,20.616310772953746
17,1,1,0,12.246993005780576,31.944216169963823
13,1,0,0,37.504165058564254,34.30044373327901
10,1,0,0,24.714512529471676,36.81328344592294
10,0,0,1,15.37206007972438,28.326691472154486
13,2,0,0,25.904243260049387,31.056491592631694
8,1,1,0,14.793998393564287,34.70969833366986
15,0,0,0,29.44574182223047,40.48407932784042
8,2,0,0,20.67812549882575,34.86325846681388
12,1,0,0,23.166064580436114,29.67788201607432
16,1,0,0,23.633271198543618,33.16616049069344
18,0,0,0,15.25790024616129,26.070131216673314
9,0,0,0,8.063415141242,41.58601736960212
17,2,0,0,17.030823290128037,27.279027262573862
10,0,0,0,50.11025902479752,23.625155151583876
15,1,0,0,23.354229293097365,16.429745898826468
12,1,0,0,22.749591475456693,32.01689959540872
11,0,0,0,4.647496891853276,24.2578167427235
14,0,0,0,13.402764341082353,29.13210046690313
14,0,0,1,11.184336802144752,37.739972123007355
14,2,0,0,29.657637203285745,22.99642965287306
14,0,1,0,11.320493942707069,34.72934168707394
10,0,0,0,19.17413046889409,30.101348421809856
13,0,0,0,17.774295948377183,37.37401621243174
14,1,0,0,40.01252794069849,28.563327321013215
15,2,0,0,18.541020304836564,28.675446455350503
23,0,1,0,9.777537132027012,30.79702991985609
17,1,0,0,26.294672374497786,30.379008798139896
7,3,0,0,16.077710961151578,38.65001266321049
17,0,0,0,28.421034039484866,35.5141022130163
14,3,0,0,15.177907898299713,33.864014703526834
10,0,0,0,24.95100322034547,46.99597435235981
12,1,0,0,5.457997599694746,28.45181022812042
13,1,0,0,30.78181975416136,34.169729829364435
19,0,1,0,25.01610850819202,43.601126663503116
16,0,0,0,21.185437385029427,35.7446671417069
15,1,0,0,-4.849661038404072,29.091403968677596
13,1,0,0,12.683027830948744,22.87717853122792
14,2,1,0,31.583022064053537,28.1710018395874
9,3,0,0,16.757754926417427,34.51368986987226
19,0,0,0,22.890112159825375,33.711074821683155
14,0,0,0,33.91601741445157,34.6305753843192
12,0,0,0,27.88688426850294,29.906170998620663
14,1,1,0,28.382124787244628,25.113699814973263
11,1,0,0,20.598260607063935,35.88405899404381
17,0,0,0,28.639728325067814,15.074078100835926
16,2,0,0,30.696923833843787,23.51834776435083
17,0,0,0,24.563722006148435,44.769239871588184
14,0,0,0,30.478779654363834,30.190406420454305
13,1,0,0,27.25161727666495,23.75474440044254
5,2,0,0,15.815215041162093,34.37099716880948
4,2,0,1,24.384863468042248,27.065002036266602
13,1,0,0,32.15193580107187,34.08346652632707
8,1,0,0,12.373110324876668,29.758927042871576
11,0,0,0,26.00603865029396,37.533222383426
8,3,0,1,29.567496791964373,41.63040092250631
9,3,0,0,17.36098442224812,46.02673540222466
6,2,0,1,40.976101302542446,43.91944538532891
14,1,0,0,20.52962099270478,38.65981333649586
14,3,0,0,33.37613313610012,32.10002629406462
15,1,0,0,30.96575459984392,17.870429432839476
15,3,0,0,22.58803895252958,39.63821036594294
17,1,0,0,23.164901473674046,25.11477924946344
11,0,0,0,28.921744838136025,38.17613227707419
11,2,0,0,6.420966756112556,30.197825197557446
19,0,0,0,19.148153338065306,34.29546323982866
15,1,0,0,7.2112674490431985,23.287966679251795
7,2,0,0,11.67646205123231,52.76698923384673
15,1,0,0,20.53419186689172,29.298365316143506
10,0,1,0,22.834226824458085,38.298974285712234
14,0,1,1,12.928487456590926,30.19507638998072
2,1,0,0,30.636808101757993,27.925128016083093
15,3,0,0,27.195263851845162,33.77401333970676
18,0,0,0,-1.5773125887887396,30.008940794394274
17,1,0,0,13.33086941616843,34.30207451894454
17,1,1,0,30.69756889917123,27.845062477726692
15,2,0,0,20.67057994963088,26.196157271350735
6,1,0,0,5.078790647641016,36.827833819071195
14,1,0,0,13.120499383275368,16.24484911544718
11,2,0,0,20.520048887123743,20.64092455836957
18,1,0,1,29.173886035770508,29.844498847781527
22,0,0,0,42.393286585548225,19.98817363379365
19,1,0,0,30.659677482469863,30.449373810590107
14,2,0,0,25.12672624448576,20.42525067486754
13,1,0,0,3.1077820880480402,45.48854277165819
17,3,0,0,17.08284844880747,28.724198984829428
8,1,0,0,9.467113157933804,31.30999319203838
18,1,0,0,20.55971312245331,29.14637242325471
12,3,0,0,30.178543778085132,36.61386210372347
16,1,0,0,29.564983241707154,30.37413300391458
17,4,0,1,23.232645311332714,14.085696589682003
9,2,0,0,37.866428632705194,26.93266562009569
7,0,0,0,15.160751319211801,26.6401599178131
17,1,0,0,5.905328058711907,32.125229324658335
14,0,0,0,21.478385047914056,26.060541906557045
14,3,0,0,38.037214227087816,30.79098506812566
14,0,0,0,45.842567419168006,34.39909036932868
13,2,0,0,-3.1644091747857814,43.71487001305717
8,2,0,1,18.52473320857957,38.674176946250256
11,2,0,1,38.100492065122346,27.642614960350542
21,3,0,0,33.680247284232756,33.13594968757826
15,0,0,0,33.54206494030573,27.0489370475079
14,1,0,0,22.05584321530231,29.91551520341427
15,0,0,0,23.98182490152572,25.558980967070077
10,1,0,0,-4.618752000490744,27.607714940084616
14,1,0,0,16.28354305057522,27.452783354501406
18,1,0,0,12.45003976564718,31.25614478048728
8,0,0,0,19.7260222395651,40.38602569034241
17,0,0,0,23.670430966849224,27.60433185425716
12,0,0,0,39.65921218931604,23.47197622825281
24,0,0,1,16.770719914516544,31.126934424828015
16,0,0,0,23.883695210288924,34.16391316056299
11,2,0,0,16.626579417207964,30.938858621976166
15,1,0,0,29.146093270539474,26.83863279495362
17,0,0,0,27.3793480251015,33.00870922390351
6,1,0,0,16.52077991904086,34.198179145436995
7,1,0,0,28.96339078886465,31.726632709399176
12,0,1,0,16.568546844274774,29.980356395518626
9,0,0,0,8.593462081590175,28.59425176894496
18,0,0,0,26.41194247561785,48.247351408112735
17,2,0,1,12.087866796980625,24.16738919956312
10,0,0,0,31.902537425471582,37.691921641410175
17,1,0,0,19.477776189234607,37.437832891469924
16,0,0,0,25.052013378946718,42.641672294172395
13,2,0,0,25.42921650912466,26.129384478984807
6,1,0,0,20.23817192656003,39.274706689951365
10,0,0,0,12.162522738943142,20.933907356948747
17,1,0,0,3.841787454231092,32.25729315769959
7,0,0,0,25.103509023198576,43.66744389072839
9,2,0,1,27.997002042415357,28.68422403260825
19,0,0,0,18.65948239251354,34.352500745970424
13,2,0,0,18.09932958376875,40.73464331543336
11,1,0,0,29.45600959363494,16.907054516369982
15,0,0,0,9.279544888815627,15.165094668354618
9,0,0,0,15.589391699221505,33.66516547518074
8,2,0,0,16.25533278194135,35.51228376154898
13,0,0,0,10.96987888811231,21.63765058942286
10,2,0,0,43.80469747697523,19.631398267395454
10,0,0,0,34.11544567699421,21.861071619405777
16,0,1,0,11.05877448840042,23.556659654884267
17,1,1,0,9.949893798607697,28.656806215212494
14,1,0,0,27.546644682847887,23.89042091475082
12,0,0,0,9.930149367000363,28.60775430224431
14,2,0,0,19.345763501953343,29.191838723335724
17,1,0,0,13.807975610075182,25.595220025005396
15,1,0,0,8.38095965574324,41.10365946364541
5,1,0,0,11.565168834361273,26.79940917729415
9,2,0,0,16.770604471872584,23.10577331227481
14,0,0,0,32.366985833675706,33.87663779688302
16,0,0,0,15.982103929284285,29.77822202024199
11,0,0,0,26.848936650336803,20.003767254751686
16,0,0,0,24.131785843806934,31.387118047795845
16,1,0,0,10.173398572317137,28.0547691289678
15,1,0,0,24.384901865575195,21.31332721103193
12,0,0,0,4.732141935430645,32.66456013075784
15,3,0,0,18.083288527449522,35.854237117301615
16,0,0,0,18.606104850910953,35.45357251510243
15,0,0,0,14.49403870613201,40.27050257640724
10,2,1,0,15.862599349084832,39.00634810431197
15,1,0,0,17.709077578152204,33.52025555310766
9,0,0,0,12.057258203955175,34.10416294471671
7,2,0,0,-12.812780713057293,41.8060451334193
12,0,0,1,32.63937363763909,21.591496615407436
13,1,0,0,13.07691307981642,20.739913349798424
17,2,0,0,18.1972073212494,38.92862001003727
22,0,0,0,24.49576736006711,26.58415997676676
11,1,0,1,35.54365968296732,30.766373146519186
11,0,0,0,26.78495221226236,27.76362538501634
14,1,0,0,40.208690702380245,32.54788435024979
17,0,0,1,6.016706667591036,32.462390796017615
17,1,0,0,28.401886210944756,5.704912844259933
19,1,0,0,38.59009535875373,40.32165135668381
15,2,0,0,25.472240166442262,30.539875653280212
9,0,0,0,13.169660067106399,38.634646392115265
17,0,0,0,28.403892229136567,30.282967217946183
15,0,0,1,26.84103696235489,21.75173950903485
14,4,0,0,11.203874210496469,30.108902636993665
13,0,0,1,20.021941137019724,34.66074293971205
21,0,0,0,8.605230411317923,34.47654147133996
16,0,0,0,21.237236584007942,43.90653722444035
14,2,0,0,21.11199213202459,23.283735925298576
15,3,0,0,24.671166002077506,37.75597255916058
10,0,1,0,23.2988756494125,28.28650076600725
8,0,0,0,15.650778481668194,37.394576136803366
16,2,0,0,6.816657131115075,21.81534041865165
13,0,0,0,30.05275346878912,33.89335635236394
20,2,0,0,6.795251221245778,33.39596455813533
